,Address,Size,Rooms,Floor,Total floors,Price (eur),Price per m2 (eur/m2),Type,Date,Advertiser
214,Beograd Opština Zvezdara Severni bulevar Veljka Dugoševića ,14996,4.0,VPR,3,261000,1740,Premium,02.02.2021.,Investitor
215,Beograd Opština Palilula Karaburma Juhorska ,58,2.5,VPR,4,74000,1276,Premium,02.02.2021.,Agencija
216,Beograd Opština Zvezdara Bulevar kralja Aleksandra Bulevar Kralja Aleksandra 452 ,7351,3.0,I,6,146358,1991,Premium,02.02.2021.,Investitor
217,Beograd Opština Zvezdara Bulevar kralja Aleksandra Bulevar Kralja Aleksandra 452 ,3335,0.5,V,7,70068,2101,Premium,02.02.2021.,Investitor
218,Beograd Opština Zvezdara Bulevar kralja Aleksandra Bulevar Kralja Aleksandra 452 ,8628,4.0,III,6,171700,1990,Premium,02.02.2021.,Investitor
219,Beograd Opština Stari grad Bajlonijeva pijaca Drinčićeva ,64,2.0,II,4,128000,2000,Premium,02.02.2021.,Vlasnik
220,Beograd Opština Zvezdara Bulevar kralja Aleksandra Bulevar Kralja Aleksandra 452 ,4592,2.0,I,6,91426,1991,Premium,02.02.2021.,Investitor
221,Beograd Opština Voždovac Lekino brdo Pirotska ,4671,2.5,,,88749,1900,Premium,01.02.2021.,Investitor
222,Beograd Opština Voždovac Braće Jerković TC Stadion ,60,2.5,III,4,105000,1750,Top,16.02.2021.,Agencija
223,Beograd Opština Stari grad Kalemegdan TADEUSA KOSCUSKA ,91,4.0,,,210000,2308,Top,16.02.2021.,Agencija
224,Beograd Opština Vračar Krunska Krunska  ,90,4.0,PR,2,229000,2544,Top,16.02.2021.,Agencija
225,Beograd Opština Zemun Centar Gospodska ,165,3.5,I,2,396000,2400,Top,16.02.2021.,Vlasnik
226,Beograd Opština Rakovica Kanarevo brdo Vukasovićeva ,58,2.0,IV,4,69500,1198,Top,16.02.2021.,Agencija
227,Beograd Opština Voždovac Banjica Bulevar Oslobođenja ,82,3.0,,,120000,1463,Top,16.02.2021.,Agencija
228,Beograd Opština Stari grad Dorćol Jevrejska ,47,2.0,PR,3,89000,1894,Top,16.02.2021.,Agencija
229,Beograd Opština Novi Beograd Blok 67a (A blok) Jurija Gagarina ,95,3.0,VI,12,299000,3147,Top,16.02.2021.,Agencija
230,Beograd Opština Zvezdara Mirijevo Ljubiše Miodragovića ,44,2.5,PR,3,47000,1068,Top,16.02.2021.,Agencija
231,Beograd Opština Voždovac Lekino brdo Debarska ,62,2.5,VPR,5,97000,1565,Top,16.02.2021.,Agencija
232,Beograd Opština Savski venac Beograd na vodi Bulevar Vudroa Vilsona ,55,2.0,XVI,23,172000,3127,Top,16.02.2021.,Agencija
233,Beograd Opština Savski venac Beograd na vodi Bulevar Vudroa Vilsona ,30,1.0,XVI,23,105000,3500,Top,16.02.2021.,Agencija
234,Beograd Opština Voždovac Voždovačka crkva Jove Ilića ,90,4.0,IV,5,240000,2667,Top,16.02.2021.,Agencija
235,Beograd Opština Zvezdara Bulevar kralja Aleksandra Vladimira Gortana  ,55,2.5,I,4,95000,1727,Top,16.02.2021.,Agencija
236,Beograd Opština Voždovac FON - Bilećka Mosorska ,76,3.0,III,4,134900,1775,Top,16.02.2021.,Agencija
237,Beograd Opština Savski venac Kneza Miloša Bircaninova ,95,3.0,I,3,390000,4105,Top,16.02.2021.,Agencija
238,Beograd Opština Voždovac Braće Jerković Braće Jerković ,91,3.0,X,11,99000,1088,Top,16.02.2021.,Agencija
239,Beograd Opština Voždovac FON - Bilećka Bilećka ,59,2.5,IV,4,97000,1644,Top,16.02.2021.,Agencija
240,Beograd Opština Zvezdara Lion Bulevar Kralja Aleksandra ,61,2.0,II,8,112500,1844,Top,16.02.2021.,Agencija
241,Beograd Opština Novi Beograd Hotel Jugoslavija Dzona Kenedija ,72,3.0,II,8,146000,2028,Top,13.02.2021.,Agencija
242,Beograd Opština Voždovac Naselje Stepa Stepanović Šumadijske divizije ,84,3.0,VI,7,162000,1929,Top,16.02.2021.,Agencija
243,Beograd Opština Zemun Save Kovačevića Gaudijeva ,50,2.0,PR,3,68000,1360,Top,16.02.2021.,Agencija
244,Beograd Opština Čukarica Cerak ,42,1.5,I,3,69000,1643,Top,16.02.2021.,Agencija
245,Beograd Opština Zemun Zemun polje Devaldovih ,56,2.0,II,2,52000,929,Top,16.02.2021.,Agencija
246,Beograd Opština Novi Beograd Blok 70a Dr Agostina Neta ,66,2.0,IV,7,114900,1741,Top,16.02.2021.,Agencija
247,Beograd Opština Voždovac Vojvode Stepe Vojvode Stepe ,79,3.0,IV,7,148000,1873,Top,16.02.2021.,Agencija
248,Beograd Opština Zemun Save Kovačevića Šilerova ,42,1.5,VPR,3,75600,1800,Top,16.02.2021.,Agencija
249,Beograd Opština Novi Beograd Bežanijska kosa 2 Nikole Dobrovića ,60,2.0,VPR,5,105000,1750,Top,16.02.2021.,Agencija
250,Beograd Opština Novi Beograd Bežanijska kosa 3 Nedeljka Gvozdenovića ,96,3.5,III,6,150000,1562,Top,16.02.2021.,Agencija
251,Beograd Opština Stari grad Dorćol Kralja Petra ,85,4.0,I,7,204000,2400,Top,16.02.2021.,Agencija
252,Beograd Opština Voždovac Banjica Bulevar Oslobodjenja ,139,3.5,VPR,4,125000,899,Top,16.02.2021.,Agencija
253,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Omladinskih brigada ,66,2.0,IV,4,110900,1680,Top,16.02.2021.,Agencija
254,Beograd Opština Voždovac Vojvode Stepe Kostolačka ,39,2.0,III,3,61200,1569,Top,16.02.2021.,Agencija
255,Beograd Opština Zvezdara Mirijevo Mirijevski venac ,60,2.0,IX,11,75000,1250,Top,16.02.2021.,Agencija
256,Beograd Opština Palilula 27. marta Stanoja Glavaša ,51,2.0,IV,6,177000,3471,Top,16.02.2021.,Agencija
257,Beograd Opština Zvezdara Bulbulder Dimitrija Tucovića ,34,1.5,II,3,65000,1912,Top,16.02.2021.,Agencija
258,Beograd Opština Novi Beograd Blok 19a Milentija Popovića ,60,2.0,I,7,116500,1942,Top,16.02.2021.,Agencija
259,Beograd Opština Palilula Karaburma Salvador Aljendea ,44,2.0,VPR,3,53000,1205,Top,12.02.2021.,Agencija
260,Beograd Opština Zvezdara Lion Despota Olivera ,62,2.5,X,15,137000,2210,Top,16.02.2021.,Agencija
261,Beograd Opština Novi Beograd Bežanijska kosa 1 Danila Lekića Španca ,64,2.5,III,4,110000,1719,Top,16.02.2021.,Agencija
262,Beograd Opština Voždovac Konjarnik Ljermontovljeva ,65,2.5,XI,18,83000,1277,Top,16.02.2021.,Agencija
263,Beograd Opština Palilula Borča  ,42,2.0,II,3,49900,1188,Top,16.02.2021.,Agencija
264,Beograd Opština Palilula Borča Ratnih Vojnih Invalida ,76,3.0,III,4,59500,783,Top,16.02.2021.,Agencija
265,Beograd Opština Novi Beograd Fontana PARISKE KOMUNE ,71,3.0,VIII,9,117000,1648,Top,16.02.2021.,Agencija
266,Beograd Opština Vračar Cvetni trg Kralja Milana  ,155,5,I,5,525000,3387,Top,16.02.2021.,Agencija
267,Beograd Opština Vračar Hram svetog Save Stojana Protića ,76,3.0,I,3,155000,2039,Top,16.02.2021.,Agencija
268,Beograd Opština Stari grad Centar Strahinjica Bana ,48,2.0,V,6,149000,3104,Top,16.02.2021.,Agencija
269,Beograd Opština Vračar Kalenić pijaca ,115,4.0,I,4,320000,2783,Top,16.02.2021.,Agencija
270,Beograd Opština Stari grad Studentski trg Gospodar Jevremova ,155,5,II,5,440000,2839,Top,16.02.2021.,Agencija
271,Beograd Opština Stari grad Knez Mihailova Uskočka ,83,4.0,II,5,285000,3434,Top,16.02.2021.,Agencija
272,Beograd Opština Vračar Hram svetog Save ,110,3.0,I,5,341000,3100,Top,16.02.2021.,Agencija
273,Beograd Opština Vračar Slavija Bulevar Oslobođenja ,127,4.5,II,3,279000,2197,Top,16.02.2021.,Agencija
274,Beograd Opština Stari grad Topličin venac ,100,3.0,VII,9,330000,3300,Top,16.02.2021.,Agencija
275,Beograd Opština Vračar Slavija Kralja Milutina ,99,3.0,III,5,220000,2222,Top,16.02.2021.,Agencija
276,Beograd Opština Palilula Karaburma Vojvode Micka Krstica br 1 ,192,4.0,VII,7,295455,1539,Top,07.02.2021.,Investitor
277,Beograd Opština Zvezdara Mirijevo Matice Srpske ,55,1.5,VII,8,65000,1182,Top,16.02.2021.,Agencija
278,Beograd Opština Vračar Južni bulevar Južni bulevar ,102,4.0,VII,9,281352,2758,Top,16.02.2021.,Agencija
279,Beograd Opština Vračar Južni bulevar Južni bulevar ,102,4.0,II,9,248316,2434,Top,16.02.2021.,Agencija
280,Beograd Opština Vračar Krunska Krunska ,79,3.0,,,276500,3500,Top,16.02.2021.,Agencija
281,Beograd Opština Vračar Kalenić pijaca Mileševska ,100,3.5,,,230000,2300,Top,16.02.2021.,Agencija
282,Beograd Opština Vračar Cvetni trg Svetozara Markovića ,120,4.0,I,5,340000,2833,Top,16.02.2021.,Agencija
283,Beograd Opština Vračar Cvetni trg Kralja Milana ,160,5,,,499000,3119,Top,16.02.2021.,Agencija
284,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Jurija Gagarina ,70,3.0,XI,13,99900,1427,Top,16.02.2021.,Agencija
285,Beograd Opština Rakovica Centar Frana Levstika ,41,2.0,,,51500,1256,Top,16.02.2021.,Agencija
286,Beograd Opština Palilula Borča Ivana Milutinovica ,28,0.5,IV,5,24500,875,Top,15.02.2021.,Investitor
287,Beograd Opština Zvezdara Mirijevo MIRIJEVSKI BULEVAR 205A ,38,1.5,PR,4,55000,1447,Top,15.02.2021.,Vlasnik
288,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Jurija Gagarina ,59,2.0,VIII,11,94800,1607,Top,15.02.2021.,Agencija
289,Beograd Opština Zemun Centar Stevana Dukica  ,54,2.0,I,4,105900,1961,Top,15.02.2021.,Agencija
290,Beograd Opština Čukarica Banovo brdo Mirosavljeva ,62,2.5,II,7,120900,1950,Top,15.02.2021.,Vlasnik
291,Beograd Opština Savski venac Savski trg - Pristanište Balkanska ,91,3.0,VII,8,245000,2692,Top,15.02.2021.,Agencija
292,Beograd Opština Rakovica Kanarevo brdo Kanarevo brdo ,50,2.0,II,4,72500,1450,Top,15.02.2021.,Agencija
293,Beograd Opština Palilula Hala Pionir Dragoslava Srejovica ,35,0.5,III,13,2150,61,Top,15.02.2021.,Agencija
294,Beograd Opština Zemun Pregrevica Pregrevica ,53,1.5,VPR,2,2000,38,Top,15.02.2021.,Agencija
295,Beograd Opština Stari grad Knez Mihailova Knez Mihailova ,195,5,V,6,460000,2359,Top,03.02.2021.,Agencija
296,Beograd Opština Zvezdara Đeram pijaca Marka Oreskovica ,50,1.0,V,5,105000,2100,Top,15.02.2021.,Agencija
297,Beograd Opština Novi Beograd Hotel Jugoslavija Aleksinačkih rudara ,88,3.5,III,8,194000,2205,Top,15.02.2021.,Agencija
298,Beograd Opština Zemun Centar Masarikov trg ,40,1.0,I,2,72000,1800,Top,15.02.2021.,Agencija
299,Beograd Opština Zemun Centar Masarikov trg ,68,3.0,I,2,109900,1616,Top,15.02.2021.,Agencija
300,Beograd Opština Zemun Pregrevica Pregrevica ,50,2.0,PR,3,105840,2117,Top,15.02.2021.,Agencija
301,Beograd Opština Vračar Hram svetog Save Stojana Protića ,76,3.0,VPR,3,155000,2039,Top,15.02.2021.,Agencija
302,Beograd Opština Voždovac Lekino brdo Tetovska ,75,3.0,III,3,115000,1533,Top,15.02.2021.,Agencija
303,Beograd Opština Čukarica Banovo brdo Visoka ,52,2.0,IV,6,117500,2260,Top,15.02.2021.,Agencija
304,Beograd Opština Voždovac Lekino brdo Strumicka ,46,1.5,IV,4,105000,2283,Top,05.02.2021.,Agencija
305,Beograd Opština Vračar Crveni krst Branka Krsmanovica ,60,2.0,II,4,130000,2167,Top,09.02.2021.,Agencija
306,Beograd Opština Palilula Tašmajdan Vladetina ,50,2.0,IV,5,108000,2160,Top,05.02.2021.,Agencija
307,Beograd Opština Stari grad Dorćol Venizelosova ,46,2.0,IV,6,139000,3022,Top,12.02.2021.,Agencija
308,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Dr Ivana Ribara ,47,1.0,I,4,81000,1723,Top,13.02.2021.,Agencija
309,Beograd Opština Stari grad Trg Republike Gospodar Jovanova ,40,2.0,IV,5,133000,3325,Top,15.02.2021.,Agencija
310,Beograd Opština Stari grad Gundulićev venac Drinčićeva ,47,1.5,I,4,115900,2466,Top,15.02.2021.,Agencija
311,Beograd Opština Novi Beograd Blok 63 Gandijeva ,66,2.5,XIII,18,103900,1574,Top,15.02.2021.,Agencija
312,Beograd Opština Voždovac Lekino brdo Strumička  ,46,2.0,IV,4,105000,2283,Top,15.02.2021.,Agencija
313,Beograd Opština Zvezdara Đeram pijaca Marka Oreškovića ,61,2.0,V,7,125000,2049,Top,15.02.2021.,Agencija
314,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Jurija Gagarina ,65,2.5,VII,15,126000,1938,Top,15.02.2021.,Agencija
315,Beograd Opština Voždovac Banjica ,5965,3.0,IV,4,124000,2079,Top,15.02.2021.,Vlasnik
316,Beograd Opština Stari grad Kosančićev venac Maršala Birjuzova  ,52,2.5,II,4,147500,2837,Top,15.02.2021.,Agencija
317,Beograd Opština Vračar Čubura Vardarska ,49,2.0,III,4,122500,2500,Top,15.02.2021.,Investitor
318,Beograd Opština Vračar Čubura Vardarska ,44,2.0,III,4,110000,2500,Top,15.02.2021.,Investitor
319,Beograd Opština Vračar Čubura Vardarska ,41,1.5,III,4,102500,2500,Top,15.02.2021.,Investitor
320,Beograd Opština Vračar Čubura Vardarska ,76,3.0,II,4,190000,2500,Top,15.02.2021.,Investitor
321,Beograd Opština Vračar Čubura Vardarska ,56,2.0,III,4,140000,2500,Top,15.02.2021.,Investitor
322,Beograd Opština Savski venac Centar Sarajevska ,96,3.0,II,5,185000,1927,Top,15.02.2021.,Agencija
323,Beograd Opština Zemun Ugrinovačka Šilerova ,5115,2.0,VPR,2,1680,33,Top,15.02.2021.,Agencija
324,Beograd Opština Rakovica Kanarevo brdo Ivana Mičurina ,62,2.5,IX,11,70000,1129,Top,15.02.2021.,Agencija
325,Beograd Opština Vračar Kalenić pijaca Petrogradska  ,47,2.0,II,4,127000,2702,Top,15.02.2021.,Agencija
326,Beograd Opština Čukarica Banovo brdo Žarkovačka ,67,2.0,II,3,102000,1522,Top,15.02.2021.,Agencija
327,Beograd Opština Rakovica Petlovo brdo Dimitrija Vučenova ,55,2.0,IV,4,50900,925,Top,15.02.2021.,Agencija
328,Beograd Opština Zvezdara Lion Kajmakčalanska ,100,3.0,IV,5,225000,2250,Top,15.02.2021.,Agencija
329,Beograd Opština Novi Beograd Blok 65 Tadije Sondermajera ,75,3.0,IV,7,225000,3000,Top,15.02.2021.,Agencija
330,Beograd Opština Savski venac Beograđanka Resavska ,120,5.0,IV,5,369000,3075,Top,15.02.2021.,Agencija
331,Beograd Opština Čukarica Čukarička padina Obalskih radnika ,55,2.0,VII,8,73000,1327,Top,15.02.2021.,Agencija
332,Beograd Opština Novi Beograd Arena Španskih boraca ,130,5.0,V,5,203000,1562,Top,15.02.2021.,Agencija
333,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Jurija Gagarina ,96,3.5,II,14,150900,1572,Top,15.02.2021.,Agencija
334,Beograd Opština Zvezdara Cvetkova pijaca Odeska ,70,3.0,IV,4,120000,1714,Top,15.02.2021.,Agencija
335,Beograd Opština Vračar Kalenić pijaca Hadži Ruvimova  ,80,3.5,PR,12,149000,1862,Top,15.02.2021.,Agencija
336,Beograd Opština Stari grad Dorćol Knez Miletina  ,25,0.5,II,5,72000,2880,Top,15.02.2021.,Agencija
337,Beograd Opština Vračar Krunska Kneginje Zorke ,48,2.0,IV,5,130000,2708,Top,15.02.2021.,Agencija
338,Beograd Opština Palilula Karaburma Juhorska ,59,3.0,IV,4,79600,1349,Top,15.02.2021.,Agencija
339,Beograd Opština Zvezdara Lion Stanislava Sremčevića ,75,3.0,II,6,149900,1999,Top,15.02.2021.,Agencija
340,Beograd Opština Savski venac Beograd na vodi hercegovačka ,59,2.0,II,5,210000,3559,Top,15.02.2021.,Agencija
341,Beograd Opština Zvezdara Bulbulder Dragiše Lapčevića ,76,3.0,VPR,3,140000,1842,Top,05.02.2021.,Agencija
342,Beograd Opština Stari grad Terazije Balkanska ,35,1.0,III,5,90000,2571,Top,08.02.2021.,Agencija
343,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) ,85,3.0,,,130000,1529,Top,15.02.2021.,Vlasnik
344,Beograd Opština Savski venac Dedinje Bulevar kneza Aleksandra Karađorđevića ,120,4.0,II,3,330000,2750,Top,02.02.2021.,Agencija
345,Beograd Opština Savski venac Dedinje Miloja Đaka ,245,5,VPR,3,405000,1653,Top,03.02.2021.,Agencija
346,Beograd Opština Vračar Crveni krst Grčića Milenka ,44,1.0,XIV,17,78000,1773,Top,10.02.2021.,Agencija
347,Beograd Opština Novi Beograd Fontana Narodnih heroja ,53,2.0,VII,9,110000,2075,Top,10.02.2021.,Agencija
348,Beograd Opština Novi Beograd Blok 22 Bulevar Zorana Đinđića ,48,1.5,V,6,116000,2417,Top,10.02.2021.,Agencija
349,Beograd Opština Novi Beograd Arena Bulevar Arsenija Čarnojevića ,92,3.0,III,6,225000,2446,Top,15.02.2021.,Agencija
350,Beograd Opština Novi Beograd Blok 34 (Carina - Studentski grad) Bulevar Zorana Đinđića ,38,1.0,PR,6,77000,2026,Top,10.02.2021.,Agencija
351,Beograd Opština Novi Beograd Blok 63 Gandijeva ,52,2.0,XIV,18,89500,1721,Top,15.02.2021.,Agencija
352,Beograd Opština Novi Beograd Blok 37 Bulevar Milutina Milankovića ,92,3.0,VI,8,147000,1598,Top,11.02.2021.,Agencija
353,Beograd Opština Zemun Zemun polje Tomice Popovića ,50,2.0,I,2,46500,930,Top,11.02.2021.,Agencija
354,Beograd Opština Novi Beograd Blok 62 Jurija Gagarina ,63,2.5,IV,14,107000,1698,Top,11.02.2021.,Agencija
355,Beograd Opština Novi Beograd Hotel Jugoslavija Aleksinačkih rudara ,44,1.0,VPR,9,78000,1773,Top,15.02.2021.,Agencija
356,Beograd Opština Zvezdara Đeram pijaca Dimitrija Tucovića ,56,2.0,IV,14,109900,1962,Top,11.02.2021.,Agencija
357,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Jurija Gagarina ,84,2.5,V,11,137000,1631,Top,10.02.2021.,Agencija
358,Beograd Opština Zemun Prvomajska ,66,3.0,I,2,113000,1712,Top,15.02.2021.,Investitor
359,Beograd Opština Čukarica Cerak Prištinska ,42,1.0,PR,2,56000,1333,Top,15.02.2021.,Agencija
360,Beograd Opština Stari grad Centar Carigradska ,79,3.0,I,2,160000,2025,Top,14.02.2021.,Agencija
361,Beograd Opština Novi Beograd Fontana Pariske komune ,36,1.5,V,8,84000,2333,Top,14.02.2021.,Agencija
362,Beograd Opština Zvezdara Bulevar kralja Aleksandra KRALJICE MARIJE ,112,3.0,IV,5,300000,2679,Top,14.02.2021.,Agencija
363,Beograd Opština Vračar Kalenić pijaca Kursulina ,53,2.0,VIII,12,129900,2451,Top,14.02.2021.,Agencija
364,Beograd Opština Savski venac Stadion Crvene zvezde Ljutice Bogdana ,6430,2.5,VI,12,142000,2208,Top,14.02.2021.,Vlasnik
365,Beograd Opština Zvezdara Vukov Spomenik Zahumska ,47,1.5,VIII,9,91000,1936,Top,14.02.2021.,Agencija
366,Beograd Opština Novi Beograd Blok 64 Gandijeva ,72,3.0,II,4,132000,1833,Top,10.02.2021.,Agencija
367,Beograd Opština Savski venac Humska ,132,4.0,,,277200,2100,Top,14.02.2021.,Agencija
368,Beograd Opština Zvezdara Severni bulevar ,51,2.0,,,105580,2070,Top,14.02.2021.,Agencija
369,Beograd Opština Vračar Bulevar kralja Aleksandra Resavska ,36,1.0,II,8,91000,2528,Top,14.02.2021.,Agencija
370,Beograd Opština Zemun Ćukovac Novogradska ,74,3.0,II,3,129000,1743,Top,14.02.2021.,Agencija
371,Beograd Opština Novi Beograd Blok 63 Gandijeva ,52,1.5,I,6,114000,2192,Top,12.02.2021.,Agencija
372,Beograd Opština Vračar Cvetni trg Svetozara Markovica ,66,2.5,I,6,161000,2439,Top,14.02.2021.,Agencija
373,Beograd Opština Stari grad Centar Bulevar despota Stefana ,63,2.5,I,6,145000,2302,Top,14.02.2021.,Agencija
374,Beograd Opština Voždovac Braće Jerković Dragice Koncar ,94,3.0,X,10,110000,1170,Top,14.02.2021.,Agencija
375,Beograd Opština Vračar SC Vračar Vojvode Supljikca ,67,3.0,IV,5,169000,2522,Top,14.02.2021.,Agencija
376,Beograd Opština Novi Beograd Bežanijska kosa 1 Stojana Aralice ,73,2.5,II,4,130000,1781,Top,08.02.2021.,Agencija
377,Beograd Opština Novi Beograd Blok 62 Dusana Vukasovica ,76,2.5,VI,17,115000,1513,Top,13.02.2021.,Agencija
378,Beograd Opština Novi Beograd Blok 70a Dr Agostina Neta ,66,2.0,IV,8,115000,1742,Top,13.02.2021.,Agencija
379,Beograd Opština Vračar Čubura Vučedolska ,56,2.0,IV,5,120000,2143,Top,13.02.2021.,Agencija
380,Beograd Opština Voždovac Darvinova pošta danila bojovica ,65,2.5,I,3,107000,1646,Top,13.02.2021.,Agencija
381,Beograd Opština Stari grad Politika Svetogorska ,84,3.5,II,4,226000,2690,Top,11.02.2021.,Agencija
382,Beograd Opština Voždovac Voždovačka crkva Gostivarska ,42,1.5,I,3,88000,2095,Top,13.02.2021.,Agencija
383,Beograd Opština Voždovac Vojvode Vlahovića Vojvode Vlahovića 5b ,65,3.0,II,3,90000,1385,Top,13.02.2021.,Vlasnik
384,Beograd Opština Zemun Retenzija Jovana Miodragovica ,58,2.0,VI,9,112000,1931,Top,13.02.2021.,Agencija
385,Beograd Opština Novi Beograd Blok 65 Omladinskih brigada ,32,1.0,V,6,107000,3344,Top,13.02.2021.,Agencija
386,Beograd Opština Stari grad Kalemegdan Strahinjića Bana ,202,5.0,,,815000,4035,Top,13.02.2021.,Agencija
387,Beograd Opština Novi Beograd Ledine Surčinski put ,33,1.0,SUT,4,38000,1152,Top,13.02.2021.,Agencija
388,Beograd Opština Novi Beograd Ledine Surčinski put ,33,1.0,SUT,4,38000,1152,Top,13.02.2021.,Agencija
389,Beograd Opština Mladenovac Mladenovac (mesto) Mihaila Milovanovica ,56,1.5,V,8,37000,661,Top,13.02.2021.,Vlasnik
390,Beograd Opština Stari grad Dorćol  CARA UROSA ,63,2.5,II,4,175000,2778,Top,13.02.2021.,Agencija
391,Beograd Opština Stari grad Centar Gospodar Jevremova ,155,5,II,4,435000,2806,Top,13.02.2021.,Agencija
392,Beograd Opština Voždovac Trošarina Pazinska ,120,5,I,3,230000,1917,Top,13.02.2021.,Agencija
393,Beograd Opština Novi Beograd Blok 63 Nehruova ,106,4.0,VI,18,159000,1500,Top,13.02.2021.,Agencija
394,Beograd Opština Voždovac Lekino brdo Kruševačka ,30,0.5,IV,5,57000,1900,Top,13.02.2021.,Agencija
395,Beograd Opština Vračar SC Vračar Molerova ,101,3.5,II,3,260000,2574,Top,13.02.2021.,Agencija
396,Beograd Opština Zvezdara Cvetkova pijaca Živka Davidovića ,51,2.0,I,5,79000,1549,Top,13.02.2021.,Agencija
397,Beograd Opština Palilula Višnjička Banja Slanački put 78d ,78,3.0,II,6,105000,1346,Top,13.02.2021.,Vlasnik
398,Beograd Opština Vračar Crveni krst ,79,4.0,V,7,135600,1716,Top,05.02.2021.,Agencija
399,Beograd Opština Savski venac Beograd na vodi Bulevar Vudroa Vilsona ,57,2.0,XII,23,182400,3200,Top,13.02.2021.,Agencija
400,Beograd Opština Zvezdara Mirijevo Mihaila Bulgakova ,61,2.5,PR,5,63500,1041,Top,13.02.2021.,Agencija
401,Beograd Opština Stari grad Dorćol Cara Dušana ,99,4.0,I,4,229000,2313,Top,13.02.2021.,Agencija
402,Beograd Opština Savski venac Klinički centar Resavska ,77,3.0,II,6,184800,2400,Top,13.02.2021.,Agencija
403,Beograd Opština Novi Beograd Blok 67 (Belvil) Bulevar Crvene Armije ,46,1.5,,,109900,2389,Top,13.02.2021.,Agencija
404,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Dr Ivana Ribara ,47,1.0,I,4,81000,1723,Top,13.02.2021.,Agencija
405,Beograd Opština Zemun Gornji grad Pregrevica ,53,1.5,II,2,123000,2321,Top,09.02.2021.,Agencija
